area,statistic,age_category,quantity,State
Rankin,Eligible participants,35-39 years,10034.0,Queensland
Rankin,Participation rate (%),35-39 years,67.2,Queensland
Rankin,Total participants,40-44 years,6600.0,Queensland
Rankin,Eligible participants,40-44 years,9193.0,Queensland
Rankin,Participation rate (%),40-44 years,71.8,Queensland
Rankin,Total participants,45-49 years,6903.0,Queensland
Rankin,Eligible participants,45-49 years,9086.0,Queensland
Rankin,Participation rate (%),45-49 years,76.0,Queensland
Rankin,Total participants,50-54 years,6423.0,Queensland
Rankin,Eligible participants,50-54 years,8293.0,Queensland
Rankin,Participation rate (%),50-54 years,77.5,Queensland
Rankin,Total participants,55-59 years,6874.0,Queensland
Rankin,Eligible participants,55-59 years,8446.0,Queensland
Rankin,Participation rate (%),55-59 years,81.4,Queensland
Rankin,Total participants,60-64 years,6282.0,Queensland
Rankin,Eligible participants,60-64 years,7462.0,Queensland
Rankin,Participation rate (%),60-64 years,84.2,Queensland
Rankin,Total participants,65-69 years,5831.0,Queensland
Rankin,Eligible participants,65-69 years,6714.0,Queensland
Rankin,Participation rate (%),65-69 years,86.8,Queensland
Rankin,Total participants,70-74 years,4240.0,Queensland
Rankin,Eligible participants,70-74 years,4818.0,Queensland
Rankin,Participation rate (%),70-74 years,88.0,Queensland
Rankin,Total participants,75-79 years,2420.0,Queensland
Rankin,Eligible participants,75-79 years,2820.0,Queensland
Rankin,Participation rate (%),75-79 years,85.8,Queensland
Rankin,Total participants,80-84 years,1317.0,Queensland
Rankin,Eligible participants,80-84 years,1578.0,Queensland
Rankin,Participation rate (%),80-84 years,83.5,Queensland
Rankin,Total participants,85 years and over,1083.0,Queensland
Rankin,Eligible participants,85 years and over,1405.0,Queensland
Rankin,Participation rate (%),85 years and over,77.1,Queensland
Rankin,Total participants,Age or gender ndf,504.0,Queensland
Rankin,Eligible participants,Age or gender ndf,660.0,Queensland
Rankin,Participation rate (%),Age or gender ndf,76.4,Queensland
Rankin,Total participants,Total Persons,76428.0,Queensland
Rankin,Eligible participants,Total Persons,102547.0,Queensland
Rankin,Participation rate (%),Total Persons,74.5,Queensland
Ryan,Total participants,18-19 years,3500.0,Queensland
Ryan,Eligible participants,18-19 years,4182.0,Queensland
Ryan,Participation rate (%),18-19 years,83.7,Queensland
Ryan,Total participants,20-24 years,9027.0,Queensland
Ryan,Eligible participants,20-24 years,11472.0,Queensland
Ryan,Participation rate (%),20-24 years,78.7,Queensland
Ryan,Total participants,25-29 years,6955.0,Queensland
Ryan,Eligible participants,25-29 years,8800.0,Queensland
Ryan,Participation rate (%),25-29 years,79.0,Queensland
Ryan,Total participants,30-34 years,6342.0,Queensland
Ryan,Eligible participants,30-34 years,7893.0,Queensland
Ryan,Participation rate (%),30-34 years,80.3,Queensland
Ryan,Total participants,35-39 years,6942.0,Queensland
Ryan,Eligible participants,35-39 years,8574.0,Queensland
Ryan,Participation rate (%),35-39 years,81.0,Queensland
Ryan,Total participants,40-44 years,7932.0,Queensland
Ryan,Eligible participants,40-44 years,9504.0,Queensland
Ryan,Participation rate (%),40-44 years,83.5,Queensland
Ryan,Total participants,45-49 years,8347.0,Queensland
Ryan,Eligible participants,45-49 years,9905.0,Queensland
Ryan,Participation rate (%),45-49 years,84.3,Queensland
Ryan,Total participants,50-54 years,7539.0,Queensland
Ryan,Eligible participants,50-54 years,8734.0,Queensland
Ryan,Participation rate (%),50-54 years,86.3,Queensland
Ryan,Total participants,55-59 years,7186.0,Queensland
Ryan,Eligible participants,55-59 years,8122.0,Queensland
Ryan,Participation rate (%),55-59 years,88.5,Queensland
Ryan,Total participants,60-64 years,6422.0,Queensland
Ryan,Eligible participants,60-64 years,7119.0,Queensland
Ryan,Participation rate (%),60-64 years,90.2,Queensland
Ryan,Total participants,65-69 years,6066.0,Queensland
Ryan,Eligible participants,65-69 years,6639.0,Queensland
Ryan,Participation rate (%),65-69 years,91.4,Queensland
Ryan,Total participants,70-74 years,4955.0,Queensland
Ryan,Eligible participants,70-74 years,5364.0,Queensland
Ryan,Participation rate (%),70-74 years,92.4,Queensland
Ryan,Total participants,75-79 years,3240.0,Queensland
Ryan,Eligible participants,75-79 years,3532.0,Queensland
Ryan,Participation rate (%),75-79 years,91.7,Queensland
Ryan,Total participants,80-84 years,2056.0,Queensland
Ryan,Eligible participants,80-84 years,2292.0,Queensland
Ryan,Participation rate (%),80-84 years,89.7,Queensland
Ryan,Total participants,85 years and over,2125.0,Queensland
Ryan,Eligible participants,85 years and over,2577.0,Queensland
Ryan,Participation rate (%),85 years and over,82.5,Queensland
Ryan,Total participants,Age or gender ndf,946.0,Queensland
Ryan,Eligible participants,Age or gender ndf,1094.0,Queensland
Ryan,Participation rate (%),Age or gender ndf,86.5,Queensland
Ryan,Total participants,Total Persons,89580.0,Queensland
Ryan,Eligible participants,Total Persons,105803.0,Queensland
Ryan,Participation rate (%),Total Persons,84.7,Queensland
Wide Bay,Total participants,18-19 years,1504.0,Queensland
Wide Bay,Eligible participants,18-19 years,2071.0,Queensland
Wide Bay,Participation rate (%),18-19 years,72.6,Queensland
Wide Bay,Total participants,20-24 years,3734.0,Queensland
Wide Bay,Eligible participants,20-24 years,5789.0,Queensland
Wide Bay,Participation rate (%),20-24 years,64.5,Queensland
Wide Bay,Total participants,25-29 years,3399.0,Queensland
Wide Bay,Eligible participants,25-29 years,5302.0,Queensland
Wide Bay,Participation rate (%),25-29 years,64.1,Queensland
Wide Bay,Total participants,30-34 years,3801.0,Queensland
Wide Bay,Eligible participants,30-34 years,5572.0,Queensland
Wide Bay,Participation rate (%),30-34 years,68.2,Queensland
Wide Bay,Total participants,35-39 years,4479.0,Queensland
Wide Bay,Eligible participants,35-39 years,6443.0,Queensland
Wide Bay,Participation rate (%),35-39 years,69.5,Queensland
Wide Bay,Total participants,40-44 years,5443.0,Queensland
Wide Bay,Eligible participants,40-44 years,7619.0,Queensland
Wide Bay,Participation rate (%),40-44 years,71.4,Queensland
Wide Bay,Total participants,45-49 years,6813.0,Queensland
Wide Bay,Eligible participants,45-49 years,8970.0,Queensland
Wide Bay,Participation rate (%),45-49 years,76.0,Queensland
Wide Bay,Total participants,50-54 years,7445.0,Queensland
Wide Bay,Eligible participants,50-54 years,9340.0,Queensland
Wide Bay,Participation rate (%),50-54 years,79.7,Queensland
Wide Bay,Total participants,55-59 years,8772.0,Queensland
Wide Bay,Eligible participants,55-59 years,10631.0,Queensland
Wide Bay,Participation rate (%),55-59 years,82.5,Queensland
Wide Bay,Total participants,60-64 years,9412.0,Queensland
Wide Bay,Eligible participants,60-64 years,10891.0,Queensland
Wide Bay,Participation rate (%),60-64 years,86.4,Queensland
Wide Bay,Total participants,65-69 years,9677.0,Queensland
Wide Bay,Eligible participants,65-69 years,10938.0,Queensland
Wide Bay,Participation rate (%),65-69 years,88.5,Queensland
Wide Bay,Total participants,70-74 years,8157.0,Queensland
Wide Bay,Eligible participants,70-74 years,9077.0,Queensland
Wide Bay,Participation rate (%),70-74 years,89.9,Queensland
Wide Bay,Total participants,75-79 years,5256.0,Queensland
Wide Bay,Eligible participants,75-79 years,5892.0,Queensland
Wide Bay,Participation rate (%),75-79 years,89.2,Queensland
Wide Bay,Total participants,80-84 years,3024.0,Queensland
Wide Bay,Eligible participants,80-84 years,3421.0,Queensland
Wide Bay,Participation rate (%),80-84 years,88.4,Queensland
Wide Bay,Total participants,85 years and over,2500.0,Queensland
Wide Bay,Eligible participants,85 years and over,2996.0,Queensland
Wide Bay,Participation rate (%),85 years and over,83.4,Queensland
Wide Bay,Total participants,Age or gender ndf,475.0,Queensland
Wide Bay,Eligible participants,Age or gender ndf,584.0,Queensland
Wide Bay,Participation rate (%),Age or gender ndf,81.3,Queensland
Wide Bay,Total participants,Total Persons,83891.0,Queensland
Wide Bay,Eligible participants,Total Persons,105536.0,Queensland
Wide Bay,Participation rate (%),Total Persons,79.5,Queensland
Wright,Total participants,18-19 years,2219.0,Queensland
Wright,Eligible participants,18-19 years,2932.0,Queensland
Wright,Participation rate (%),18-19 years,75.7,Queensland
Wright,Total participants,20-24 years,5447.0,Queensland
Wright,Eligible participants,20-24 years,7911.0,Queensland
Wright,Participation rate (%),20-24 years,68.9,Queensland
Wright,Total participants,25-29 years,4889.0,Queensland
Wright,Eligible participants,25-29 years,7043.0,Queensland
Wright,Participation rate (%),25-29 years,69.4,Queensland
Wright,Total participants,30-34 years,5326.0,Queensland
Wright,Eligible participants,30-34 years,7597.0,Queensland
Wright,Participation rate (%),30-34 years,70.1,Queensland
Wright,Total participants,35-39 years,6074.0,Queensland
Wright,Eligible participants,35-39 years,8484.0,Queensland
Wright,Participation rate (%),35-39 years,71.6,Queensland
Wright,Total participants,40-44 years,7116.0,Queensland
Wright,Eligible participants,40-44 years,9585.0,Queensland
Wright,Participation rate (%),40-44 years,74.2,Queensland
Wright,Total participants,45-49 years,8267.0,Queensland
Wright,Eligible participants,45-49 years,10665.0,Queensland
Wright,Participation rate (%),45-49 years,77.5,Queensland
Wright,Total participants,50-54 years,8140.0,Queensland
Wright,Eligible participants,50-54 years,10081.0,Queensland
Wright,Participation rate (%),50-54 years,80.7,Queensland
Wright,Total participants,55-59 years,8286.0,Queensland
Wright,Eligible participants,55-59 years,9859.0,Queensland
Wright,Participation rate (%),55-59 years,84.0,Queensland
Wright,Total participants,60-64 years,7414.0,Queensland
Wright,Eligible participants,60-64 years,8509.0,Queensland
Wright,Participation rate (%),60-64 years,87.1,Queensland
Wright,Total participants,65-69 years,7140.0,Queensland
Wright,Eligible participants,65-69 years,7988.0,Queensland
Wright,Participation rate (%),65-69 years,89.4,Queensland
Wright,Total participants,70-74 years,5578.0,Queensland
Wright,Eligible participants,70-74 years,6229.0,Queensland
Wright,Participation rate (%),70-74 years,89.5,Queensland
Wright,Total participants,75-79 years,3332.0,Queensland
Wright,Eligible participants,75-79 years,3737.0,Queensland
Wright,Participation rate (%),75-79 years,89.2,Queensland
Wright,Total participants,80-84 years,1878.0,Queensland
Wright,Eligible participants,80-84 years,2148.0,Queensland
Wright,Participation rate (%),80-84 years,87.4,Queensland
Wright,Total participants,85 years and over,1439.0,Queensland
Wright,Eligible participants,85 years and over,1739.0,Queensland
Wright,Participation rate (%),85 years and over,82.7,Queensland
Wright,Total participants,Age or gender ndf,656.0,Queensland
Wright,Eligible participants,Age or gender ndf,838.0,Queensland
Wright,Participation rate (%),Age or gender ndf,78.3,Queensland
Wright,Total participants,Total Persons,83201.0,Queensland
Wright,Eligible participants,Total Persons,105345.0,Queensland
Wright,Participation rate (%),Total Persons,79.0,Queensland
Adelaide,Total participants,18-19 years,2069.0,South Australia
Adelaide,Eligible participants,18-19 years,2552.0,South Australia
Adelaide,Participation rate (%),18-19 years,81.1,South Australia
Adelaide,Total participants,20-24 years,6974.0,South Australia
Adelaide,Eligible participants,20-24 years,9087.0,South Australia
Adelaide,Participation rate (%),20-24 years,76.7,South Australia
Adelaide,Total participants,25-29 years,7874.0,South Australia
Adelaide,Eligible participants,25-29 years,10187.0,South Australia
Adelaide,Participation rate (%),25-29 years,77.3,South Australia
Adelaide,Total participants,30-34 years,7557.0,South Australia
Adelaide,Eligible participants,30-34 years,9898.0,South Australia
Adelaide,Participation rate (%),30-34 years,76.3,South Australia
Adelaide,Total participants,35-39 years,6740.0,South Australia
Adelaide,Eligible participants,35-39 years,8912.0,South Australia
Adelaide,Participation rate (%),35-39 years,75.6,South Australia
Adelaide,Total participants,40-44 years,6768.0,South Australia
Adelaide,Eligible participants,40-44 years,8743.0,South Australia
Adelaide,Participation rate (%),40-44 years,77.4,South Australia
Adelaide,Total participants,45-49 years,7262.0,South Australia
Adelaide,Eligible participants,45-49 years,9172.0,South Australia
Adelaide,Participation rate (%),45-49 years,79.2,South Australia
Adelaide,Total participants,50-54 years,7219.0,South Australia
Adelaide,Eligible participants,50-54 years,8834.0,South Australia
Adelaide,Participation rate (%),50-54 years,81.7,South Australia
Adelaide,Total participants,55-59 years,7720.0,South Australia
Adelaide,Eligible participants,55-59 years,9065.0,South Australia
Adelaide,Participation rate (%),55-59 years,85.2,South Australia
Adelaide,Total participants,60-64 years,7414.0,South Australia
Adelaide,Eligible participants,60-64 years,8415.0,South Australia
Adelaide,Participation rate (%),60-64 years,88.1,South Australia
Adelaide,Total participants,65-69 years,6783.0,South Australia
Adelaide,Eligible participants,65-69 years,7564.0,South Australia
Adelaide,Participation rate (%),65-69 years,89.7,South Australia
Adelaide,Total participants,70-74 years,5155.0,South Australia
Adelaide,Eligible participants,70-74 years,5725.0,South Australia
Adelaide,Participation rate (%),70-74 years,90.0,South Australia
Adelaide,Total participants,75-79 years,3491.0,South Australia
Adelaide,Eligible participants,75-79 years,3933.0,South Australia
Adelaide,Participation rate (%),75-79 years,88.8,South Australia
Adelaide,Total participants,80-84 years,2493.0,South Australia
Adelaide,Eligible participants,80-84 years,2908.0,South Australia
Adelaide,Participation rate (%),80-84 years,85.7,South Australia
Adelaide,Total participants,85 years and over,2903.0,South Australia
Adelaide,Eligible participants,85 years and over,3713.0,South Australia
Adelaide,Participation rate (%),85 years and over,78.2,South Australia
Adelaide,Total participants,Age or gender ndf,1335.0,South Australia
Adelaide,Eligible participants,Age or gender ndf,1526.0,South Australia
Adelaide,Participation rate (%),Age or gender ndf,87.5,South Australia
Adelaide,Total participants,Total Persons,89757.0,South Australia
Adelaide,Eligible participants,Total Persons,110234.0,South Australia
Adelaide,Participation rate (%),Total Persons,81.4,South Australia
Barker,Total participants,18-19 years,1612.0,South Australia
Barker,Eligible participants,18-19 years,2157.0,South Australia
Barker,Participation rate (%),18-19 years,74.7,South Australia
Barker,Total participants,20-24 years,4104.0,South Australia
Barker,Eligible participants,20-24 years,6494.0,South Australia
Barker,Participation rate (%),20-24 years,63.2,South Australia
Barker,Total participants,25-29 years,4075.0,South Australia
Barker,Eligible participants,25-29 years,6574.0,South Australia
Barker,Participation rate (%),25-29 years,62.0,South Australia
Barker,Total participants,30-34 years,4288.0,South Australia
Barker,Eligible participants,30-34 years,6725.0,South Australia
Barker,Participation rate (%),30-34 years,63.8,South Australia
Barker,Total participants,35-39 years,4590.0,South Australia
Barker,Eligible participants,35-39 years,7012.0,South Australia
Barker,Participation rate (%),35-39 years,65.5,South Australia
Barker,Total participants,40-44 years,5169.0,South Australia
Barker,Eligible participants,40-44 years,7597.0,South Australia
Barker,Participation rate (%),40-44 years,68.0,South Australia
Barker,Total participants,45-49 years,6734.0,South Australia
Barker,Eligible participants,45-49 years,9140.0,South Australia
Barker,Participation rate (%),45-49 years,73.7,South Australia
Barker,Total participants,50-54 years,7294.0,South Australia
Barker,Eligible participants,50-54 years,9410.0,South Australia
Barker,Participation rate (%),50-54 years,77.5,South Australia
Barker,Total participants,55-59 years,8385.0,South Australia
Barker,Eligible participants,55-59 years,10283.0,South Australia
Barker,Participation rate (%),55-59 years,81.5,South Australia
Barker,Total participants,60-64 years,8430.0,South Australia
Barker,Eligible participants,60-64 years,9820.0,South Australia
Barker,Participation rate (%),60-64 years,85.8,South Australia
Barker,Total participants,65-69 years,8337.0,South Australia
Barker,Eligible participants,65-69 years,9460.0,South Australia
Barker,Participation rate (%),65-69 years,88.1,South Australia
Barker,Total participants,70-74 years,7044.0,South Australia
Barker,Eligible participants,70-74 years,7816.0,South Australia
Barker,Participation rate (%),70-74 years,90.1,South Australia
Barker,Total participants,75-79 years,4831.0,South Australia
Barker,Eligible participants,75-79 years,5378.0,South Australia
Barker,Participation rate (%),75-79 years,89.8,South Australia
Barker,Total participants,80-84 years,3290.0,South Australia
Barker,Eligible participants,80-84 years,3765.0,South Australia
Barker,Participation rate (%),80-84 years,87.4,South Australia
Barker,Total participants,85 years and over,2941.0,South Australia
Barker,Eligible participants,85 years and over,3666.0,South Australia
Barker,Participation rate (%),85 years and over,80.2,South Australia
Barker,Total participants,Age or gender ndf,444.0,South Australia
Barker,Eligible participants,Age or gender ndf,568.0,South Australia
Barker,Participation rate (%),Age or gender ndf,78.2,South Australia
Barker,Total participants,Total Persons,81568.0,South Australia
Barker,Eligible participants,Total Persons,105865.0,South Australia
Barker,Participation rate (%),Total Persons,77.0,South Australia
Boothby,Total participants,18-19 years,2385.0,South Australia
Boothby,Eligible participants,18-19 years,2890.0,South Australia
Boothby,Participation rate (%),18-19 years,82.5,South Australia
Boothby,Total participants,20-24 years,6697.0,South Australia
Boothby,Eligible participants,20-24 years,8486.0,South Australia
Boothby,Participation rate (%),20-24 years,78.9,South Australia
Boothby,Total participants,25-29 years,5744.0,South Australia
Boothby,Eligible participants,25-29 years,7406.0,South Australia
Boothby,Participation rate (%),25-29 years,77.6,South Australia
Boothby,Total participants,30-34 years,5736.0,South Australia
Boothby,Eligible participants,30-34 years,7331.0,South Australia
Boothby,Participation rate (%),30-34 years,78.2,South Australia
Boothby,Total participants,35-39 years,6111.0,South Australia
Boothby,Eligible participants,35-39 years,7739.0,South Australia
Boothby,Participation rate (%),35-39 years,79.0,South Australia
Boothby,Total participants,40-44 years,6758.0,South Australia
Boothby,Eligible participants,40-44 years,8389.0,South Australia
Boothby,Participation rate (%),40-44 years,80.6,South Australia
Boothby,Total participants,45-49 years,7461.0,South Australia
Boothby,Eligible participants,45-49 years,8997.0,South Australia
Boothby,Participation rate (%),45-49 years,82.9,South Australia
Boothby,Total participants,50-54 years,7613.0,South Australia
Boothby,Eligible participants,50-54 years,8977.0,South Australia
Boothby,Participation rate (%),50-54 years,84.8,South Australia
Boothby,Total participants,55-59 years,8179.0,South Australia
Boothby,Eligible participants,55-59 years,9375.0,South Australia
Boothby,Participation rate (%),55-59 years,87.2,South Australia
Boothby,Total participants,60-64 years,7792.0,South Australia
Boothby,Eligible participants,60-64 years,8768.0,South Australia
Boothby,Participation rate (%),60-64 years,88.9,South Australia
Boothby,Total participants,65-69 years,7714.0,South Australia
Boothby,Eligible participants,65-69 years,8446.0,South Australia
Boothby,Participation rate (%),65-69 years,91.3,South Australia
Boothby,Total participants,70-74 years,6319.0,South Australia
Boothby,Eligible participants,70-74 years,6867.0,South Australia
Boothby,Participation rate (%),70-74 years,92.0,South Australia
Boothby,Total participants,75-79 years,4337.0,South Australia
Boothby,Eligible participants,75-79 years,4757.0,South Australia
Boothby,Participation rate (%),75-79 years,91.2,South Australia
Boothby,Total participants,80-84 years,3077.0,South Australia
Boothby,Eligible participants,80-84 years,3450.0,South Australia
Boothby,Participation rate (%),80-84 years,89.2,South Australia
Boothby,Total participants,85 years and over,3761.0,South Australia
Boothby,Eligible participants,85 years and over,4544.0,South Australia
Boothby,Participation rate (%),85 years and over,82.8,South Australia
Boothby,Total participants,Age or gender ndf,1245.0,South Australia
Boothby,Eligible participants,Age or gender ndf,1426.0,South Australia
Boothby,Participation rate (%),Age or gender ndf,87.3,South Australia
Boothby,Total participants,Total Persons,90929.0,South Australia
Boothby,Eligible participants,Total Persons,107848.0,South Australia
Boothby,Participation rate (%),Total Persons,84.3,South Australia
Grey,Total participants,18-19 years,1266.0,South Australia
Grey,Eligible participants,18-19 years,1772.0,South Australia
Grey,Participation rate (%),18-19 years,71.4,South Australia
Grey,Total participants,20-24 years,3715.0,South Australia
Grey,Eligible participants,20-24 years,6255.0,South Australia
Grey,Participation rate (%),20-24 years,59.4,South Australia
Grey,Total participants,25-29 years,4156.0,South Australia
Grey,Eligible participants,25-29 years,6856.0,South Australia
Grey,Participation rate (%),25-29 years,60.6,South Australia
Grey,Total participants,30-34 years,4214.0,South Australia
Grey,Eligible participants,30-34 years,6810.0,South Australia
Grey,Participation rate (%),30-34 years,61.9,South Australia
Grey,Total participants,35-39 years,4145.0,South Australia
Grey,Eligible participants,35-39 years,6675.0,South Australia
Grey,Participation rate (%),35-39 years,62.1,South Australia
Grey,Total participants,40-44 years,4693.0,South Australia
Grey,Eligible participants,40-44 years,7081.0,South Australia
Grey,Participation rate (%),40-44 years,66.3,South Australia
Grey,Total participants,45-49 years,6085.0,South Australia
Grey,Eligible participants,45-49 years,8682.0,South Australia
Grey,Participation rate (%),45-49 years,70.1,South Australia
Grey,Total participants,50-54 years,6673.0,South Australia
Grey,Eligible participants,50-54 years,8976.0,South Australia
Grey,Participation rate (%),50-54 years,74.3,South Australia
Grey,Total participants,55-59 years,8105.0,South Australia
Grey,Eligible participants,55-59 years,10124.0,South Australia
Grey,Participation rate (%),55-59 years,80.1,South Australia
Grey,Total participants,60-64 years,8156.0,South Australia
Grey,Eligible participants,60-64 years,9613.0,South Australia
Grey,Participation rate (%),60-64 years,84.8,South Australia
Grey,Total participants,65-69 years,7894.0,South Australia
Grey,Eligible participants,65-69 years,8957.0,South Australia
Grey,Participation rate (%),65-69 years,88.1,South Australia
Grey,Total participants,70-74 years,6923.0,South Australia
Grey,Eligible participants,70-74 years,7714.0,South Australia
Grey,Participation rate (%),70-74 years,89.7,South Australia
Grey,Total participants,75-79 years,4786.0,South Australia
Grey,Eligible participants,75-79 years,5356.0,South Australia
Grey,Participation rate (%),75-79 years,89.4,South Australia
Grey,Total participants,80-84 years,3030.0,South Australia
Grey,Eligible participants,80-84 years,3462.0,South Australia
Grey,Participation rate (%),80-84 years,87.5,South Australia
Grey,Total participants,85 years and over,2646.0,South Australia
Grey,Eligible participants,85 years and over,3354.0,South Australia
Grey,Participation rate (%),85 years and over,78.9,South Australia
Grey,Total participants,Age or gender ndf,334.0,South Australia
Grey,Eligible participants,Age or gender ndf,461.0,South Australia
Grey,Participation rate (%),Age or gender ndf,72.5,South Australia
Grey,Total participants,Total Persons,76821.0,South Australia
Grey,Eligible participants,Total Persons,102148.0,South Australia
Grey,Participation rate (%),Total Persons,75.2,South Australia
Hindmarsh,Total participants,18-19 years,2042.0,South Australia
Hindmarsh,Eligible participants,18-19 years,2508.0,South Australia
Hindmarsh,Participation rate (%),18-19 years,81.4,South Australia
Hindmarsh,Total participants,20-24 years,6604.0,South Australia
Hindmarsh,Eligible participants,20-24 years,8697.0,South Australia
Hindmarsh,Participation rate (%),20-24 years,75.9,South Australia
Hindmarsh,Total participants,25-29 years,6550.0,South Australia
Hindmarsh,Eligible participants,25-29 years,8722.0,South Australia
Hindmarsh,Participation rate (%),25-29 years,75.1,South Australia
Hindmarsh,Total participants,30-34 years,6395.0,South Australia
Hindmarsh,Eligible participants,30-34 years,8564.0,South Australia
Hindmarsh,Participation rate (%),30-34 years,74.7,South Australia
Hindmarsh,Total participants,35-39 years,6127.0,South Australia
Hindmarsh,Eligible participants,35-39 years,8140.0,South Australia
Hindmarsh,Participation rate (%),35-39 years,75.3,South Australia
Hindmarsh,Total participants,40-44 years,6384.0,South Australia
Hindmarsh,Eligible participants,40-44 years,8212.0,South Australia
Hindmarsh,Participation rate (%),40-44 years,77.7,South Australia
Hindmarsh,Total participants,45-49 years,7312.0,South Australia
Hindmarsh,Eligible participants,45-49 years,9191.0,South Australia
Hindmarsh,Participation rate (%),45-49 years,79.6,South Australia
Hindmarsh,Total participants,50-54 years,7464.0,South Australia
Hindmarsh,Eligible participants,50-54 years,9101.0,South Australia
Hindmarsh,Participation rate (%),50-54 years,82.0,South Australia
Hindmarsh,Total participants,55-59 years,7930.0,South Australia
Hindmarsh,Eligible participants,55-59 years,9369.0,South Australia
Hindmarsh,Participation rate (%),55-59 years,84.6,South Australia
Hindmarsh,Total participants,60-64 years,7545.0,South Australia
Hindmarsh,Eligible participants,60-64 years,8601.0,South Australia
Hindmarsh,Participation rate (%),60-64 years,87.7,South Australia
Hindmarsh,Total participants,65-69 years,7257.0,South Australia
Hindmarsh,Eligible participants,65-69 years,8133.0,South Australia
Hindmarsh,Participation rate (%),65-69 years,89.2,South Australia
Hindmarsh,Total participants,70-74 years,6410.0,South Australia
Hindmarsh,Eligible participants,70-74 years,7066.0,South Australia
Hindmarsh,Participation rate (%),70-74 years,90.7,South Australia
Hindmarsh,Total participants,75-79 years,4638.0,South Australia
Hindmarsh,Eligible participants,75-79 years,5157.0,South Australia
Hindmarsh,Participation rate (%),75-79 years,89.9,South Australia
Hindmarsh,Total participants,80-84 years,3845.0,South Australia
Hindmarsh,Eligible participants,80-84 years,4374.0,South Australia
Hindmarsh,Participation rate (%),80-84 years,87.9,South Australia
Hindmarsh,Total participants,85 years and over,4336.0,South Australia
Hindmarsh,Eligible participants,85 years and over,5346.0,South Australia
Hindmarsh,Participation rate (%),85 years and over,81.1,South Australia
Hindmarsh,Total participants,Age or gender ndf,994.0,South Australia
Hindmarsh,Eligible participants,Age or gender ndf,1200.0,South Australia
Hindmarsh,Participation rate (%),Age or gender ndf,82.8,South Australia
Hindmarsh,Total participants,Total Persons,91833.0,South Australia
Hindmarsh,Eligible participants,Total Persons,112381.0,South Australia
Hindmarsh,Participation rate (%),Total Persons,81.7,South Australia
Kingston,Total participants,18-19 years,2159.0,South Australia
Kingston,Eligible participants,18-19 years,2699.0,South Australia
Kingston,Participation rate (%),18-19 years,80.0,South Australia
Kingston,Total participants,20-24 years,6162.0,South Australia
Kingston,Eligible participants,20-24 years,8509.0,South Australia
Kingston,Participation rate (%),20-24 years,72.4,South Australia
Kingston,Total participants,25-29 years,6552.0,South Australia
Kingston,Eligible participants,25-29 years,8899.0,South Australia
Kingston,Participation rate (%),25-29 years,73.6,South Australia
Kingston,Total participants,30-34 years,7107.0,South Australia
Kingston,Eligible participants,30-34 years,9611.0,South Australia
Kingston,Participation rate (%),30-34 years,73.9,South Australia
Kingston,Total participants,35-39 years,6442.0,South Australia
Kingston,Eligible participants,35-39 years,8624.0,South Australia
Kingston,Participation rate (%),35-39 years,74.7,South Australia
Kingston,Total participants,40-44 years,6572.0,South Australia
Kingston,Eligible participants,40-44 years,8741.0,South Australia
Kingston,Participation rate (%),40-44 years,75.2,South Australia
Kingston,Total participants,45-49 years,6993.0,South Australia
Kingston,Eligible participants,45-49 years,8979.0,South Australia
Kingston,Participation rate (%),45-49 years,77.9,South Australia
Kingston,Total participants,50-54 years,7096.0,South Australia
Kingston,Eligible participants,50-54 years,8649.0,South Australia
Kingston,Participation rate (%),50-54 years,82.0,South Australia
Kingston,Total participants,55-59 years,7716.0,South Australia
Kingston,Eligible participants,55-59 years,9008.0,South Australia
Kingston,Participation rate (%),55-59 years,85.7,South Australia
Kingston,Total participants,60-64 years,7755.0,South Australia
Kingston,Eligible participants,60-64 years,8756.0,South Australia
Kingston,Participation rate (%),60-64 years,88.6,South Australia
Kingston,Total participants,65-69 years,7550.0,South Australia
Kingston,Eligible participants,65-69 years,8335.0,South Australia
Kingston,Participation rate (%),65-69 years,90.6,South Australia
Kingston,Total participants,70-74 years,5799.0,South Australia
Kingston,Eligible participants,70-74 years,6376.0,South Australia
Kingston,Participation rate (%),70-74 years,91.0,South Australia
Kingston,Total participants,75-79 years,3558.0,South Australia
Kingston,Eligible participants,75-79 years,3993.0,South Australia
Kingston,Participation rate (%),75-79 years,89.1,South Australia
Kingston,Total participants,80-84 years,2258.0,South Australia
Kingston,Eligible participants,80-84 years,2592.0,South Australia
Kingston,Participation rate (%),80-84 years,87.1,South Australia
Kingston,Total participants,85 years and over,2043.0,South Australia
Kingston,Eligible participants,85 years and over,2551.0,South Australia
Kingston,Participation rate (%),85 years and over,80.1,South Australia
Kingston,Total participants,Age or gender ndf,920.0,South Australia
Kingston,Eligible participants,Age or gender ndf,1124.0,South Australia
Kingston,Participation rate (%),Age or gender ndf,81.9,South Australia
Kingston,Total participants,Total Persons,86682.0,South Australia
Kingston,Eligible participants,Total Persons,107446.0,South Australia
Kingston,Participation rate (%),Total Persons,80.7,South Australia
Makin,Total participants,18-19 years,2132.0,South Australia
Makin,Eligible participants,18-19 years,2732.0,South Australia
Makin,Participation rate (%),18-19 years,78.0,South Australia
Makin,Total participants,20-24 years,6139.0,South Australia
Makin,Eligible participants,20-24 years,8466.0,South Australia
Makin,Participation rate (%),20-24 years,72.5,South Australia
